#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Chlamydia_sp_10DC88	NZ_CP006571.1	461634	461936	-	-	-	RT28_RS02045	WP_038500557.1	100	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	461933	462547	-	-	-	RT28_RS02050	WP_020356324.1	204	MULTISPECIES: guanylate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	462544	463191	-	-	-	RT28_RS02055	WP_038500558.1	215	ribonuclease HII
Chlamydia_sp_10DC88	NZ_CP006571.1	463243	463608	-	-	-	RT28_RS02060	WP_038500559.1	121	50S ribosomal protein L19
Chlamydia_sp_10DC88	NZ_CP006571.1	463632	464696	-	-	-	RT28_RS02065	WP_038500562.1	354	tRNA (guanosine(37)-N1)-methyltransferase TrmD
Chlamydia_sp_10DC88	NZ_CP006571.1	464715	465074	-	-	-	RT28_RS02070	WP_020356328.1	119	MULTISPECIES: 30S ribosomal protein S16
Chlamydia_sp_10DC88	NZ_CP006571.1	465065	466408	-	-	-	RT28_RS02075	WP_038500565.1	447	signal recognition particle protein
Chlamydia_sp_10DC88	NZ_CP006571.1	466423	467280	-	-	-	RT28_RS02080	WP_038500568.1	285	peptide chain release factor N(5)-glutamine methyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	467264	468349	-	-	-	RT28_RS02085	WP_020356331.1	361	MULTISPECIES: peptide chain release factor 1
Chlamydia_sp_10DC88	NZ_CP006571.1	468658	468975	-	-	-	RT28_RS02090	WP_020356332.1	105	MULTISPECIES: type B 50S ribosomal protein L31
Chlamydia_sp_10DC88	NZ_CP006571.1	469056	469817	+	-	-	RT28_RS02095	WP_038500571.1	253	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	470119	472011	+	-	-	RT28_RS02100	WP_020356335.1	630	MULTISPECIES: signal peptidase I
Chlamydia_sp_10DC88	NZ_CP006571.1	472046	475168	-	-	-	RT28_RS02105	WP_038501286.1	1040	isoleucine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	476375	477667	-	-	-	RT28_RS02115	WP_038500579.1	430	PhoH family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	477997	478731	+	-	-	RT28_RS02120	WP_038500582.1	244	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	480219	481280	-	-	-	RT28_RS02130	WP_038500585.1	353	cytochrome d ubiquinol oxidase subunit II
Chlamydia_sp_10DC88	NZ_CP006571.1	481283	482623	-	-	-	RT28_RS02135	WP_038500589.1	446	cytochrome ubiquinol oxidase subunit I
Chlamydia_sp_10DC88	NZ_CP006571.1	482820	483614	+	-	-	RT28_RS02140	WP_020356343.1	264	MULTISPECIES: TIGR00159 family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	485003	486349	+	-	-	RT28_RS02150	WP_038500592.1	448	lipid A biosynthesis lauroyl acyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	486433	486732	+	-	-	RT28_RS02155	WP_038500595.1	99	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	486752	488194	-	-	-	RT28_RS02160	WP_038500598.1	480	pyruvate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	493888	496689	-	-	pknD	RT28_RS02170	WP_038500601.1	933	serine/threonine-protein kinase PknD
Chlamydia_sp_10DC88	NZ_CP006571.1	496709	499531	-	-	-	RT28_RS02175	WP_038501288.1	940	valine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	499579	500073	-	-	-	RT28_RS02180	WP_038500604.1	164	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	500033	500458	-	-	-	RT28_RS02185	WP_038500607.1	141	ATP synthase subunit C
Chlamydia_sp_10DC88	NZ_CP006571.1	500574	502520	-	-	-	RT28_RS02190	WP_038500610.1	648	V-type ATP synthase subunit I
Chlamydia_sp_10DC88	NZ_CP006571.1	502511	503137	-	-	-	RT28_RS02195	WP_020356356.1	208	MULTISPECIES: V-type ATP synthase subunit D
Chlamydia_sp_10DC88	NZ_CP006571.1	503122	504438	-	-	-	RT28_RS02200	WP_038500613.1	438	V-type ATP synthase subunit B
Chlamydia_sp_10DC88	NZ_CP006571.1	504447	506222	-	-	-	RT28_RS02205	WP_020356358.1	591	MULTISPECIES: V-type ATP synthase subunit A
Chlamydia_sp_10DC88	NZ_CP006571.1	506216	507016	-	-	-	RT28_RS02210	WP_038500616.1	266	DUF2764 family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	507068	507694	-	-	-	RT28_RS02215	WP_038501290.1	208	V-type ATP synthase subunit E
Chlamydia_sp_10DC88	NZ_CP006571.1	508560	508946	-	-	-	RT28_RS02225	WP_020356363.1	128	MULTISPECIES: ferredoxin
Chlamydia_sp_10DC88	NZ_CP006571.1	509001	509984	-	-	-	RT28_RS02230	WP_038500619.1	327	transaldolase
Chlamydia_sp_10DC88	NZ_CP006571.1	510105	514286	-	-	-	RT28_RS02235	WP_020359285.1	1393	MULTISPECIES: DNA-directed RNA polymerase subunit beta\'
Chlamydia_sp_10DC88	NZ_CP006571.1	514312	518070	-	-	-	RT28_RS02240	WP_020356366.1	1252	MULTISPECIES: DNA-directed RNA polymerase subunit beta
Chlamydia_sp_10DC88	NZ_CP006571.1	518223	518615	-	-	-	RT28_RS02245	WP_020356367.1	130	MULTISPECIES: 50S ribosomal protein L7/L12
Chlamydia_sp_10DC88	NZ_CP006571.1	518657	519169	-	-	-	RT28_RS02250	WP_020356368.1	170	MULTISPECIES: 50S ribosomal protein L10
Chlamydia_sp_10DC88	NZ_CP006571.1	519183	519881	-	-	-	RT28_RS02255	WP_038500628.1	232	50S ribosomal protein L1
Chlamydia_sp_10DC88	NZ_CP006571.1	519901	520326	-	-	-	RT28_RS02260	WP_020356372.1	141	MULTISPECIES: 50S ribosomal protein L11
Chlamydia_sp_10DC88	NZ_CP006571.1	520425	520967	-	-	-	RT28_RS02265	WP_038500632.1	180	transcription termination/antitermination protein NusG
Chlamydia_sp_10DC88	NZ_CP006571.1	520972	521217	-	-	-	RT28_RS02270	WP_038500635.1	81	preprotein translocase subunit SecE
Chlamydia_sp_10DC88	NZ_CP006571.1	521377	522561	-	-	-	RT28_RS02280	WP_038501294.1	394	elongation factor Tu
Chlamydia_sp_10DC88	NZ_CP006571.1	522753	522974	-	-	-	RT28_RS02290	WP_020356377.1	73	MULTISPECIES: translation initiation factor IF-1
Chlamydia_sp_10DC88	NZ_CP006571.1	523268	524218	+	-	-	RT28_RS02295	WP_038500638.1	316	membrane protein
Chlamydia_sp_10DC88	NZ_CP006571.1	524221	524673	+	-	-	RT28_RS02300	WP_020356379.1	150	MULTISPECIES: fe-S metabolism associated domain protein
Chlamydia_sp_10DC88	NZ_CP006571.1	524883	525479	-	-	-	RT28_RS02310	WP_038500641.1	198	biotin biosynthesis protein BioY
Chlamydia_sp_10DC88	NZ_CP006571.1	525731	526276	-	-	-	RT28_RS02315	WP_038500645.1	181	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	527765	529093	-	-	-	RT28_RS02325	WP_020356383.1	442	MULTISPECIES: aspartate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	529081	530082	-	-	-	RT28_RS02330	WP_020356384.1	333	MULTISPECIES: aspartate-semialdehyde dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	530244	530981	-	-	-	RT28_RS02335	WP_020356385.1	245	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase
Chlamydia_sp_10DC88	NZ_CP006571.1	531160	531996	+	-	-	RT28_RS02340	WP_038500648.1	278	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	531977	532636	+	-	-	RT28_RS02345	WP_020356387.1	219	MULTISPECIES: integral membrane family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	532711	533841	+	-	-	RT28_RS02350	WP_038500651.1	376	peptidase
Chlamydia_sp_10DC88	NZ_CP006571.1	533967	534962	+	-	-	RT28_RS02355	WP_038500654.1	331	biotin synthase BioB
Chlamydia_sp_10DC88	NZ_CP006571.1	534941	536110	+	-	-	RT28_RS02360	WP_038500657.1	389	pyridoxal phosphate-dependent aminotransferase family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	536074	536748	+	-	-	RT28_RS02365	WP_020356392.1	224	MULTISPECIES: dethiobiotin synthase
Chlamydia_sp_10DC88	NZ_CP006571.1	536703	537956	+	-	-	RT28_RS02370	WP_020359292.1	417	MULTISPECIES: adenosylmethionine--8-amino-7-oxononanoate transaminase
Chlamydia_sp_10DC88	NZ_CP006571.1	537938	538612	+	-	-	RT28_RS02375	WP_020356395.1	224	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	538676	539956	+	-	-	RT28_RS02380	WP_038501296.1	426	3-phosphoshikimate 1-carboxyvinyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	539953	540474	+	-	-	RT28_RS02385	WP_038500660.1	173	shikimate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	540471	541550	+	-	-	RT28_RS02390	WP_020356398.1	359	MULTISPECIES: chorismate synthase
Chlamydia_sp_10DC88	NZ_CP006571.1	541547	542683	+	-	-	RT28_RS02395	WP_038500663.1	378	3-dehydroquinate synthase
Chlamydia_sp_10DC88	NZ_CP006571.1	542664	544097	+	-	-	RT28_RS02400	WP_020356400.1	477	MULTISPECIES: bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	544219	544941	+	-	-	RT28_RS02405	WP_038501298.1	240	DUF2608 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	545028	546422	+	-	-	RT28_RS02410	WP_038500666.1	464	carbohydrate porin
Chlamydia_sp_10DC88	NZ_CP006571.1	546441	547028	+	-	-	RT28_RS02415	WP_020356406.1	195	MULTISPECIES: pyruvoyl-dependent arginine decarboxylase AaxB
Chlamydia_sp_10DC88	NZ_CP006571.1	547038	548498	+	-	-	RT28_RS02420	WP_038500670.1	486	amino acid permease
Chlamydia_sp_10DC88	NZ_CP006571.1	548671	549714	+	-	-	RT28_RS02425	WP_038500673.1	347	FAD-binding oxidoreductase
Chlamydia_sp_10DC88	NZ_CP006571.1	550548	551534	-	-	-	RT28_RS02435	WP_020356410.1	328	MULTISPECIES: malate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	552046	553638	-	-	-	RT28_RS02445	WP_038500676.1	530	glucose-6-phosphate isomerase
Chlamydia_sp_10DC88	NZ_CP006571.1	553716	554606	+	-	-	RT28_RS02450	WP_020356413.1	296	MULTISPECIES: site-specific tyrosine recombinase XerD
Chlamydia_sp_10DC88	NZ_CP006571.1	554603	554887	-	-	-	RT28_RS02455	WP_020356414.1	94	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	555255	556697	+	-	-	RT28_RS02465	WP_038500679.1	480	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	556694	557215	+	-	-	RT28_RS02470	WP_020356416.1	173	MULTISPECIES: CesD/SycD/LcrH family type III secretion system chaperone
Chlamydia_sp_10DC88	NZ_CP006571.1	557226	558737	+	-	-	RT28_RS02475	WP_038500683.1	503	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	558754	560226	+	-	-	RT28_RS02480	WP_038500686.1	490	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	560236	560964	-	-	-	RT28_RS02485	WP_020359298.1	242	MULTISPECIES: class I SAM-dependent methyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	560927	561856	-	-	-	RT28_RS02490	WP_038500689.1	309	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Chlamydia_sp_10DC88	NZ_CP006571.1	561959	563737	-	-	-	RT28_RS02495	WP_038500692.1	592	protease-like activity factor CPAF
Chlamydia_sp_10DC88	NZ_CP006571.1	563848	565131	-	-	-	RT28_RS02500	WP_038500695.1	427	sodium:proton antiporter
Chlamydia_sp_10DC88	NZ_CP006571.1	565385	567085	+	-	-	RT28_RS02505	WP_020356424.1	566	MULTISPECIES: solute carrier 26 family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	567082	568464	-	-	-	RT28_RS02510	WP_020356425.1	460	MULTISPECIES: class II fumarate hydratase
Chlamydia_sp_10DC88	NZ_CP006571.1	568525	570348	+	-	-	RT28_RS02515	WP_038500698.1	607	ABC transporter permease subunit
Chlamydia_sp_10DC88	NZ_CP006571.1	570257	570907	-	-	-	RT28_RS02520	WP_035392720.1	216	MULTISPECIES: adenylate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	570995	571609	+	-	-	RT28_RS02525	WP_020356427.1	204	MULTISPECIES: MarC family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	571622	572242	+	-	-	RT28_RS02530	WP_035392738.1	206	MULTISPECIES: MarC family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	572252	573130	+	-	-	RT28_RS02535	WP_020356429.1	292	MULTISPECIES: methionyl aminopeptidase
Chlamydia_sp_10DC88	NZ_CP006571.1	573087	574364	-	-	-	RT28_RS02540	WP_038500701.1	425	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	574379	574564	-	-	-	RT28_RS02545	WP_038501300.1	61	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	574816	575307	+	-	-	RT28_RS02550	WP_020356433.1	163	MULTISPECIES: DUF720 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	575358	575876	+	-	-	RT28_RS02555	WP_038500704.1	172	DUF720 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	575899	576429	+	-	-	RT28_RS02560	WP_020356435.1	176	MULTISPECIES: DUF720 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	576506	577210	+	-	-	RT28_RS02565	WP_038500707.1	234	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	577182	577436	-	-	-	RT28_RS02570	WP_038500710.1	84	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	577417	577899	-	-	-	RT28_RS02575	WP_020356438.1	160	MULTISPECIES: nucleoside deaminase
Chlamydia_sp_10DC88	NZ_CP006571.1	578131	578400	+	-	-	RT28_RS02580	WP_020356439.1	89	MULTISPECIES: 30S ribosomal protein S15
Chlamydia_sp_10DC88	NZ_CP006571.1	578446	580533	+	-	-	RT28_RS02585	WP_020356441.1	695	MULTISPECIES: polyribonucleotide nucleotidyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	580654	583308	-	-	-	RT28_RS02590	WP_038501302.1	884	ATP-dependent zinc metalloprotease FtsH
Chlamydia_sp_10DC88	NZ_CP006571.1	584639	585712	+	-	-	RT28_RS02600	WP_020356447.1	357	MULTISPECIES: LptF/LptG family permease
Chlamydia_sp_10DC88	NZ_CP006571.1	585717	586820	+	-	-	RT28_RS02605	WP_038500714.1	367	LptF/LptG family permease
Chlamydia_sp_10DC88	NZ_CP006571.1	586792	588825	-	-	-	RT28_RS02610	WP_038500717.1	677	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	589122	590147	-	-	-	RT28_RS02620	WP_038500720.1	341	phenylalanine--tRNA ligase subunit alpha
Chlamydia_sp_10DC88	NZ_CP006571.1	590160	590525	-	-	-	RT28_RS02625	WP_020356451.1	121	MULTISPECIES: 50S ribosomal protein L20
Chlamydia_sp_10DC88	NZ_CP006571.1	590544	590738	-	-	-	RT28_RS02630	WP_020356452.1	64	MULTISPECIES: 50S ribosomal protein L35
Chlamydia_sp_10DC88	NZ_CP006571.1	590716	591276	-	-	-	RT28_RS02635	WP_020356453.1	186	MULTISPECIES: translation initiation factor IF-3
Chlamydia_sp_10DC88	NZ_CP006571.1	591687	592184	+	-	-	RT28_RS02640	WP_020356454.1	165	MULTISPECIES: transcription antitermination factor NusB
Chlamydia_sp_10DC88	NZ_CP006571.1	592230	593120	+	-	-	RT28_RS02645	WP_020356455.1	296	MULTISPECIES: UDP-N-acetylmuramate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	593105	593692	-	-	-	RT28_RS02650	WP_020356456.1	195	MULTISPECIES: methyltransferase domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	593810	594481	-	-	-	RT28_RS04835	WP_081750422.1	223	tRNA (guanosine(46)-N7)-methyltransferase TrmB
Chlamydia_sp_10DC88	NZ_CP006571.1	594684	595724	-	-	-	RT28_RS02660	WP_038500725.1	346	ribonucleotide-diphosphate reductase subunit beta
Chlamydia_sp_10DC88	NZ_CP006571.1	595746	598886	-	-	-	RT28_RS02665	WP_038500728.1	1046	ribonucleoside-diphosphate reductase subunit alpha
Chlamydia_sp_10DC88	NZ_CP006571.1	599244	600044	+	-	-	RT28_RS02670	WP_020359306.1	266	MULTISPECIES: phosphatidylcholine/phosphatidylserine synthase
Chlamydia_sp_10DC88	NZ_CP006571.1	600050	601231	+	-	-	RT28_RS02675	WP_038501304.1	393	DNA recombination protein RmuC
Chlamydia_sp_10DC88	NZ_CP006571.1	604348	605727	+	-	-	RT28_RS02685	WP_038500731.1	459	M20/M25/M40 family metallo-hydrolase
Chlamydia_sp_10DC88	NZ_CP006571.1	605742	607205	-	-	-	RT28_RS02690	WP_020356467.1	487	MULTISPECIES: DegQ family serine endoprotease
Chlamydia_sp_10DC88	NZ_CP006571.1	607496	608368	-	-	-	RT28_RS02695	WP_038500734.1	290	succinate--CoA ligase subunit alpha
Chlamydia_sp_10DC88	NZ_CP006571.1	608377	609543	-	-	-	RT28_RS02700	WP_020356469.1	388	MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta
Chlamydia_sp_10DC88	NZ_CP006571.1	609614	610471	+	-	-	RT28_RS02705	WP_020356470.1	285	MULTISPECIES: signal recognition particle-docking protein FtsY
Chlamydia_sp_10DC88	NZ_CP006571.1	610483	611199	-	-	-	RT28_RS02710	WP_020356471.1	238	MULTISPECIES: Bax inhibitor-1/YccA family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	611241	612431	-	-	-	RT28_RS02715	WP_038500738.1	396	amino acid transporter
Chlamydia_sp_10DC88	NZ_CP006571.1	612492	614318	-	-	-	RT28_RS02720	WP_020356473.1	608	MULTISPECIES: glutamine--fructose-6-phosphate transaminase (isomerizing)
Chlamydia_sp_10DC88	NZ_CP006571.1	614327	615703	-	-	-	RT28_RS02725	WP_038500741.1	458	phosphoglucosamine mutase
Chlamydia_sp_10DC88	NZ_CP006571.1	619307	619969	-	-	-	RT28_RS02740	WP_038500745.1	220	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	620064	620618	-	-	-	RT28_RS02745	WP_038500748.1	184	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	620953	622413	-	-	-	RT28_RS02750	WP_038500751.1	486	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	623296	623802	-	-	-	RT28_RS02755	WP_038500754.1	168	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	623821	624603	-	-	-	RT28_RS02760	WP_038500757.1	260	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	624765	625385	-	-	-	RT28_RS02765	WP_038500760.1	206	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	625467	625748	-	-	-	RT28_RS02770	WP_038500763.1	93	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	626632	626814	-	-	-	RT28_RS04840	WP_081750423.1	60	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	626804	628846	+	-	-	RT28_RS02775	WP_038501306.1	680	DUF1548 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	628972	633618	-	-	-	RT28_RS02780	WP_038500766.1	1548	autotransporter domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	633725	634675	-	-	-	RT28_RS02785	WP_038500769.1	316	phosphate acyltransferase PlsX
Chlamydia_sp_10DC88	NZ_CP006571.1	634694	634876	-	-	-	RT28_RS02790	WP_020356495.1	60	MULTISPECIES: 50S ribosomal protein L32
Chlamydia_sp_10DC88	NZ_CP006571.1	634895	635356	-	-	-	RT28_RS02795	WP_020356496.1	153	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	635650	637185	+	-	-	RT28_RS02800	WP_038500774.1	511	ribonuclease E/G
Chlamydia_sp_10DC88	NZ_CP006571.1	637199	638197	+	-	-	RT28_RS02805	WP_020356498.1	332	MULTISPECIES: acyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	638194	641073	+	-	-	RT28_RS02810	WP_038500777.1	959	peptidase M16
Chlamydia_sp_10DC88	NZ_CP006571.1	641014	642366	-	-	-	RT28_RS02815	WP_035392668.1	450	MULTISPECIES: membrane protein
Chlamydia_sp_10DC88	NZ_CP006571.1	642546	642785	+	-	-	RT28_RS02820	WP_020356501.1	79	MULTISPECIES: reticulate body protein Rbp-7
Chlamydia_sp_10DC88	NZ_CP006571.1	642796	643644	-	-	-	RT28_RS02825	WP_038500780.1	282	4-(cytidine 5\'-diphospho)-2-C-methyl-D-erythritol kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	643710	644222	-	-	-	RT28_RS02830	WP_020356503.1	170	MULTISPECIES: 50S ribosomal protein L9
Chlamydia_sp_10DC88	NZ_CP006571.1	644243	644491	-	-	-	RT28_RS02835	WP_020356504.1	82	MULTISPECIES: 30S ribosomal protein S18
Chlamydia_sp_10DC88	NZ_CP006571.1	644509	644847	-	-	-	RT28_RS02840	WP_020356505.1	112	MULTISPECIES: 30S ribosomal protein S6
Chlamydia_sp_10DC88	NZ_CP006571.1	644867	645436	-	-	-	RT28_RS02845	WP_020359125.1	189	MULTISPECIES: aminoacyl-tRNA hydrolase
Chlamydia_sp_10DC88	NZ_CP006571.1	645440	645997	-	-	-	RT28_RS02850	WP_038500787.1	185	50S ribosomal protein L25/general stress protein Ctc
Chlamydia_sp_10DC88	NZ_CP006571.1	646469	647896	+	-	-	RT28_RS02860	WP_020356508.1	475	MULTISPECIES: glycogen synthase GlgA
Chlamydia_sp_10DC88	NZ_CP006571.1	647906	648505	-	-	-	RT28_RS02865	WP_035392670.1	199	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	648777	651794	+	-	-	RT28_RS02870	WP_038500790.1	1005	glycine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	651871	652299	-	-	-	RT28_RS02875	WP_038500793.1	142	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	652414	652872	-	-	-	RT28_RS02880	WP_020356512.1	152	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	653003	653494	-	-	-	RT28_RS02885	WP_020356513.1	163	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	653587	653805	-	-	-	RT28_RS02890	WP_020359127.1	72	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	653970	655742	-	-	-	RT28_RS02895	WP_020356515.1	590	MULTISPECIES: DNA primase
Chlamydia_sp_10DC88	NZ_CP006571.1	655990	658473	+	-	-	RT28_RS02900	WP_020356516.1	827	MULTISPECIES: DNA mismatch repair protein MutS
Chlamydia_sp_10DC88	NZ_CP006571.1	658476	660287	+	-	-	RT28_RS02905	WP_038501307.1	603	excinuclease ABC subunit UvrC
Chlamydia_sp_10DC88	NZ_CP006571.1	660296	660775	-	-	-	RT28_RS02910	WP_020356518.1	159	MULTISPECIES: Asp23/Gls24 family envelope stress response protein
Chlamydia_sp_10DC88	NZ_CP006571.1	660879	661367	+	-	-	RT28_RS02915	WP_020356519.1	162	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	661401	661706	-	-	-	RT28_RS02920	WP_020356520.1	101	MULTISPECIES: 30S ribosomal protein S14
Chlamydia_sp_10DC88	NZ_CP006571.1	661732	661869	-	-	-	RT28_RS02925	WP_020359128.1	45	MULTISPECIES: 50S ribosomal protein L36
Chlamydia_sp_10DC88	NZ_CP006571.1	662128	662265	+	-	-	RT28_RS04845	WP_020359129.1	45	MULTISPECIES: 50S ribosomal protein L34
Chlamydia_sp_10DC88	NZ_CP006571.1	662650	663699	-	-	-	RT28_RS02930	WP_020356522.1	349	MULTISPECIES: thioredoxin family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	664109	665539	+	-	-	RT28_RS02935	WP_038500800.1	476	cysteine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	665545	667122	-	-	-	RT28_RS02940	WP_020356524.1	525	MULTISPECIES: lysine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	667340	667834	-	-	-	RT28_RS02945	WP_038500804.1	164	thioredoxin family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	667989	668699	+	-	-	RT28_RS02950	WP_038500807.1	236	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	668648	670897	+	-	-	RT28_RS02955	WP_038500810.1	749	primosomal protein N\'
Chlamydia_sp_10DC88	NZ_CP006571.1	670841	671935	-	-	-	RT28_RS02960	WP_081750430.1	364	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
Chlamydia_sp_10DC88	NZ_CP006571.1	671965	673584	-	-	-	RT28_RS02965	WP_020356530.1	539	MULTISPECIES: AMP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	673602	674363	-	-	-	RT28_RS02970	WP_020359131.1	253	MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	674461	675453	+	-	-	RT28_RS02975	WP_020356532.1	330	MULTISPECIES: 3\'(2\'),5\'-bisphosphate nucleotidase
Chlamydia_sp_10DC88	NZ_CP006571.1	675437	676486	-	-	-	RT28_RS02980	WP_038500816.1	349	Glu/Leu/Phe/Val dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	676660	677307	+	-	-	RT28_RS02985	WP_020356534.1	215	MULTISPECIES: inorganic pyrophosphatase
Chlamydia_sp_10DC88	NZ_CP006571.1	677360	677809	-	-	-	RT28_RS02990	WP_020356535.1	149	MULTISPECIES: NUDIX domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	677812	679062	-	-	-	RT28_RS02995	WP_020356536.1	416	MULTISPECIES: beta-ketoacyl
Chlamydia_sp_10DC88	NZ_CP006571.1	679078	679437	-	-	-	RT28_RS03000	WP_020356537.1	119	MULTISPECIES: ribosome silencing factor
Chlamydia_sp_10DC88	NZ_CP006571.1	679495	680133	-	-	-	RT28_RS03005	WP_020356538.1	212	MULTISPECIES: haloacid dehalogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	680130	680924	-	-	-	RT28_RS03010	WP_038500820.1	264	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	680999	681757	-	-	-	RT28_RS03015	WP_051485702.1	252	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	681844	682902	+	-	-	RT28_RS03020	WP_038500823.1	352	dehypoxanthine futalosine cyclase
Chlamydia_sp_10DC88	NZ_CP006571.1	682884	683909	-	-	-	RT28_RS03025	WP_020356542.1	341	MULTISPECIES: tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
Chlamydia_sp_10DC88	NZ_CP006571.1	683920	684252	-	-	-	RT28_RS03030	WP_020356543.1	110	MULTISPECIES: anti-sigma factor antagonist
Chlamydia_sp_10DC88	NZ_CP006571.1	685111	685437	+	-	-	RT28_RS03040	WP_020359132.1	108	MULTISPECIES: divalent-cation tolerance protein CutA
